dow,hr,min,stage,No.of waiting,Reason,Serviece time
4,9,58,3,1,2,9.7
4,22,53,4,2,2,15.4
0,11,10,2,29,2,440.8
4,18,41,4,22,3,138.6
0,17,47,2,8,3,172
5,10,36,3,2,1,23.6
5,0,22,2,48,3,1032
4,10,13,2,13,0,306.8
5,12,45,2,14,1,299.6
3,0,5,3,9,1,85.5
2,0,33,2,39,3,588.9
1,0,8,2,15,1,363
1,22,11,2,43,3,812.7
6,11,4,3,37,3,325.6
3,21,16,2,22,1,369.6
2,10,9,3,25,0,237.5
0,0,26,3,10,2,86
4,20,5,2,36,1,666
0,0,58,2,18,2,426.6
4,12,8,3,19,2,207.1
3,22,21,2,10,2,160
0,0,22,4,46,3,377.2
1,0,39,4,39,1,214.5
3,0,14,3,33,2,313.5
6,20,17,4,12,3,109.2
1,10,7,2,21,0,354.9
5,0,14,3,13,0,148.2
6,11,56,2,15,1,331.5
5,22,22,3,33,3,366.3
4,0,45,3,3,2,32.4
4,0,18,2,44,3,1073.6
6,9,0,2,45,1,945
5,10,53,4,33,2,240.9
6,9,52,2,6,0,121.2
6,19,32,2,18,3,282.6
4,22,47,3,37,2,370
0,12,50,2,38,3,581.4
1,20,28,4,14,3,95.2
2,20,19,2,20,2,500
5,0,32,3,29,0,342.2
2,19,42,2,22,3,376.2
0,0,38,3,33,3,297
6,0,9,2,35,3,595
6,10,10,2,38,3,638.4
1,21,41,4,8,3,56
5,12,4,2,1,1,24.4
4,9,11,2,12,3,290.4
3,0,20,2,5,0,87
6,9,34,2,0,0,0
4,18,44,4,8,1,78.4
3,0,8,3,17,1,166.6
1,0,45,4,47,3,357.2
6,14,32,2,18,1,336.6
3,10,4,2,8,0,121.6
2,12,55,2,29,2,562.6
2,19,25,3,29,2,295.8
6,0,50,2,27,2,561.6
5,18,5,2,15,3,319.5
4,0,36,2,3,1,57.3
4,11,44,3,8,2,92.8
0,14,11,4,17,2,151.3
0,17,26,2,1,0,21.8
5,0,55,4,49,1,450.8
6,9,30,2,33,3,749.1
3,9,27,3,2,2,16.8
1,11,24,4,2,3,12
3,0,9,3,10,3,108
1,11,56,3,14,3,155.4
4,22,56,3,35,3,388.5
3,21,16,2,32,2,745.6
0,12,32,3,19,0,209
1,12,45,3,30,1,351
1,0,53,4,10,1,62
3,0,1,2,39,0,842.4
3,21,15,2,26,0,444.6
0,10,32,4,31,2,217
5,19,49,2,49,0,1185.8
5,0,15,2,45,3,706.5
2,20,24,2,28,3,596.4
1,21,22,2,30,0,702
6,12,24,2,5,0,97.5
6,20,36,2,26,1,543.4
1,21,51,4,49,2,303.8
6,0,4,3,25,1,247.5
0,22,31,4,31,2,275.9
5,19,30,4,40,0,356
4,19,33,4,28,1,145.6
4,0,2,4,16,3,128
6,16,33,2,34,1,697
2,18,28,3,26,3,241.8
4,19,54,4,1,1,7.7
2,0,58,2,29,3,559.7
6,19,13,4,20,0,146
4,0,4,3,9,0,80.1
6,12,4,3,26,0,309.4
3,9,32,3,34,1,289
3,22,50,4,5,1,39
5,0,24,3,6,3,52.8
6,15,31,3,17,2,193.8
5,22,53,3,6,3,67.2
6,0,58,2,45,2,949.5
4,0,45,2,20,3,360
6,0,35,2,0,0,0
0,0,46,4,48,3,465.6
6,0,7,3,6,0,51
3,0,31,2,3,1,65.4
3,19,37,4,10,2,71
3,22,6,2,31,0,632.4
1,0,51,2,13,2,244.4
4,0,33,2,9,0,207
1,10,13,4,7,3,63
0,22,7,2,31,0,765.7
4,10,43,2,31,0,542.5
2,0,27,2,41,0,1020.9
0,16,9,3,21,3,243.6
4,18,37,3,17,2,198.9
0,15,28,4,37,3,344.1
0,0,13,3,33,3,270.6
1,0,13,2,28,2,655.2
1,0,47,3,3,1,27.6
6,9,57,2,41,0,881.5
5,22,18,2,9,2,179.1
5,20,30,4,11,1,108.9
1,11,39,2,44,3,800.8
1,0,9,3,5,3,49.5
1,0,10,2,8,3,162.4
5,0,13,3,7,0,72.1
2,22,26,2,10,3,191
3,19,27,3,27,3,243
2,19,35,4,38,3,372.4
2,0,34,2,31,3,545.6
6,0,40,2,5,2,94
0,0,56,3,31,1,297.6
6,17,41,3,14,2,131.6
1,20,54,4,26,1,226.2
5,19,56,2,3,0,65.1
6,0,33,2,4,3,75.2
0,10,44,3,38,0,353.4
5,20,26,2,22,3,453.2
4,0,13,4,16,0,97.6
6,12,7,3,41,0,389.5
3,0,39,3,19,3,174.8
4,20,6,2,48,2,888
5,0,18,4,1,0,5.4
0,11,55,2,29,2,704.7
1,10,18,4,32,1,220.8
3,18,32,2,9,1,187.2
6,11,40,4,42,0,277.2
6,10,35,3,1,2,11
6,0,3,2,22,1,354.2
4,22,50,3,9,1,90
1,12,46,4,45,0,328.5
5,12,8,3,38,2,376.2
6,10,24,2,14,2,313.6
5,22,30,3,37,1,358.9
5,22,17,4,0,0,0
4,19,2,4,25,0,220
0,0,43,4,39,3,300.3
5,19,12,3,32,1,323.2
6,0,18,3,20,1,234
2,21,3,3,9,2,96.3
1,22,21,4,49,3,485.1
1,21,13,3,31,1,297.6
6,9,22,2,14,0,253.4
5,20,13,3,13,3,133.9
3,0,19,4,41,1,287
1,21,23,4,38,2,247
0,22,21,3,45,3,472.5
2,9,46,2,5,3,95
0,20,20,2,38,2,657.4
3,18,15,2,20,2,400
6,0,55,2,47,0,921.2
2,21,38,2,9,3,158.4
4,12,52,3,31,3,297.6
0,11,8,2,0,0,0
3,21,52,2,33,2,755.7
4,0,0,4,38,0,342
3,19,12,4,2,1,18.4
0,21,56,2,29,2,716.3
6,12,55,3,49,0,558.6
5,0,3,3,39,1,386.1
0,21,24,2,47,3,1057.5
2,20,50,2,5,3,100.5
5,0,28,3,11,3,122.1
2,0,3,4,10,3,65
1,22,39,2,1,2,17.1
2,21,46,2,41,1,889.7
1,19,5,2,36,1,684
5,19,14,4,19,1,188.1
4,0,48,3,37,0,418.1
5,0,26,2,42,0,1045.8
0,17,33,4,28,1,190.4
2,18,16,3,25,0,227.5
0,11,46,2,26,0,592.8
2,10,32,4,19,3,188.1
5,21,52,3,29,1,269.7
4,11,3,2,18,0,419.4
2,20,4,3,47,3,526.4
3,12,30,2,48,0,864
1,11,41,2,29,1,466.9
2,0,13,3,25,1,290
3,21,46,3,36,1,349.2
6,11,24,2,13,3,317.2
2,19,4,2,26,0,598
6,17,19,2,32,0,700.8
0,21,47,2,27,3,510.3
0,15,32,2,1,2,20.8
4,21,50,2,33,2,531.3
0,22,58,3,5,1,42
0,21,17,2,19,0,397.1
1,19,17,2,16,0,286.4
1,0,25,4,36,3,324
6,21,15,2,19,0,364.8
0,17,32,2,10,3,222
3,0,34,2,44,1,941.6
2,19,50,3,25,1,267.5
1,0,38,3,10,3,85
0,17,57,2,46,0,768.2
2,0,32,4,37,3,192.4
2,0,12,3,7,1,77.7
5,18,23,3,2,2,21.6
5,19,32,3,41,0,356.7
4,21,49,3,27,2,256.5
1,10,10,4,39,0,339.3
0,0,33,2,44,0,770
2,19,55,3,12,2,134.4
1,0,56,3,1,0,10.3
6,21,44,3,22,2,215.6
6,10,25,2,29,1,635.1
1,20,53,2,38,2,858.8
4,0,46,2,17,1,384.2
6,12,42,3,8,2,96
5,20,0,4,24,3,228
4,0,46,4,20,2,164
5,18,11,2,21,1,411.6
0,20,43,4,22,3,149.6
0,0,31,2,27,3,426.6
6,14,23,3,43,0,460.1
1,0,4,3,45,2,391.5
5,12,48,3,36,0,356.4
3,0,35,2,14,0,295.4
6,9,56,2,39,2,822.9
0,22,54,3,34,3,282.2
0,0,3,2,33,0,759
0,9,50,2,14,1,257.6
1,0,57,2,37,0,680.8
6,12,47,3,28,0,310.8
4,0,38,4,6,2,37.8
5,0,5,2,48,0,926.4
0,0,57,2,36,2,558
1,22,54,2,19,0,421.8
5,10,44,2,31,0,523.9
4,18,53,4,25,1,167.5
1,12,56,4,25,0,190
3,20,8,3,15,1,139.5
6,16,21,2,3,0,48.6
3,21,32,3,39,0,440.7
0,18,22,2,36,2,874.8
5,10,30,3,20,0,222
6,0,18,2,28,1,630
1,0,25,2,3,1,70.5
4,0,28,3,12,1,135.6
5,9,35,2,3,1,74.7
0,12,49,3,14,1,154
6,0,30,3,28,2,288.4
5,20,15,4,5,2,35
2,20,42,2,17,2,397.8
2,0,4,4,26,3,158.6
0,9,11,2,1,0,23.8
2,10,43,3,38,2,307.8
6,10,52,4,0,3,0
5,19,17,4,14,0,92.4
3,11,19,2,6,1,134.4
2,10,19,4,26,0,179.4
1,0,26,3,28,2,280
2,20,14,3,0,2,0
2,11,19,2,45,1,913.5
0,21,38,2,21,3,520.8
5,22,42,2,6,3,126
6,12,5,4,34,0,323
3,11,31,2,45,2,864
6,15,31,2,27,2,561.6
0,12,2,3,0,2,0
0,9,9,3,4,0,32.8
5,20,43,4,39,2,261.3
0,0,11,4,40,3,304
5,22,52,2,23,0,354.2
5,0,55,3,38,3,338.2
4,22,37,2,48,1,782.4
5,9,26,2,35,1,700
2,0,46,2,40,1,844
6,0,23,2,30,3,636
0,0,9,4,44,3,404.8
2,0,43,4,11,1,83.6
4,20,5,2,17,3,394.4
3,20,44,4,23,2,124.2
5,12,10,3,13,2,105.3
6,14,52,3,22,0,178.2
5,21,1,3,48,0,427.2
1,0,38,2,9,3,172.8
3,19,54,4,48,3,340.8
5,21,35,3,0,0,0
1,0,37,2,12,3,265.2
4,0,11,4,28,3,159.6
0,12,28,3,40,0,456
3,12,9,3,46,0,381.8
3,10,17,2,16,0,331.2
3,18,27,2,49,1,798.7
0,16,6,2,25,2,427.5
1,9,25,4,40,3,344
4,0,17,2,15,1,241.5
2,0,46,2,48,0,993.6
5,22,53,4,18,3,153
2,18,35,4,1,2,7.1
6,10,12,4,42,0,394.8
4,0,29,2,22,1,347.6
4,21,17,2,14,2,306.6
5,0,8,4,2,1,13.2
3,21,52,2,6,2,90.6
6,20,43,3,7,2,84
0,14,9,3,41,1,430.5
5,22,58,4,28,3,201.6
1,0,47,2,13,1,230.1
1,0,50,2,30,1,630
3,0,31,4,15,0,84
1,18,32,2,20,2,474
4,22,32,2,43,3,842.8
2,19,45,4,31,1,161.2
1,19,47,3,2,2,19.6
6,16,56,3,12,3,98.4
2,0,12,2,37,3,780.7
5,10,45,2,24,2,388.8
4,0,54,2,9,0,185.4
4,21,51,2,20,0,458
0,18,17,2,33,1,686.4
0,0,48,3,26,3,293.8
0,9,16,3,37,2,344.1
4,18,46,3,11,2,129.8
3,0,40,2,25,1,417.5
1,0,53,2,3,1,51.6
5,21,40,3,46,0,437
1,0,16,2,37,3,888
1,0,54,3,16,3,164.8
0,17,27,4,3,2,22.8
6,22,27,3,41,3,377.2
3,19,39,2,49,3,759.5
1,21,2,2,24,3,446.4
2,0,31,4,31,3,285.2
1,20,32,2,39,2,659.1
4,21,34,3,14,0,147
0,9,56,2,22,2,517
4,20,20,2,38,1,741
1,0,0,3,28,1,249.2
1,0,3,2,40,0,824
5,22,14,2,6,2,90.6
4,20,15,2,31,0,635.5
4,21,32,2,1,1,19.9
2,21,24,2,8,1,148
1,19,39,2,16,0,276.8
4,20,43,2,41,0,914.3
1,22,25,3,10,1,106
3,20,57,4,47,2,258.5
1,21,13,3,13,3,105.3
6,17,40,3,25,1,202.5
3,9,51,3,31,1,248
0,12,52,2,33,1,656.7
4,0,57,3,38,0,372.4
0,14,55,2,34,3,601.8
1,0,16,3,38,0,361
2,11,24,4,49,2,460.6
2,22,12,2,41,2,766.7
3,19,37,2,26,3,556.4
6,21,12,2,3,2,70.2
1,0,54,4,31,1,201.5
6,16,29,2,18,1,284.4
6,0,43,4,22,3,200.2
5,0,45,2,21,3,329.7
0,0,56,4,7,0,58.8
1,10,39,2,35,0,542.5
4,11,6,3,28,2,274.4
2,0,16,2,5,3,108.5
5,19,5,2,8,0,178.4
1,0,24,2,13,3,236.6
1,10,42,2,38,1,741
6,12,20,2,16,1,275.2
3,0,33,2,39,0,936
4,0,5,3,36,1,320.4
0,0,36,4,27,0,213.3
1,11,33,2,17,1,294.1
1,12,57,2,45,3,922.5
4,21,39,3,49,2,529.2
1,21,41,2,46,3,989
0,10,57,2,47,0,1005.8
1,0,32,4,34,1,268.6
6,21,34,2,11,3,214.5
5,0,10,2,16,2,329.6
0,11,23,2,29,0,629.3
5,0,31,3,24,2,220.8
6,0,49,3,48,0,547.2
6,14,45,2,31,3,508.4
6,12,36,3,45,3,441
0,12,42,2,0,2,0
4,18,50,2,39,2,608.4
5,11,3,3,5,0,58.5
3,10,45,4,41,1,213.2
3,11,39,2,32,2,534.4
1,21,38,4,15,0,127.5
4,0,23,2,13,3,247
3,0,48,3,25,2,252.5
3,10,39,3,34,3,340
6,19,46,2,41,2,881.5
6,9,21,2,5,1,92.5
2,11,16,4,47,2,333.7
6,12,36,2,43,1,795.5
3,11,34,3,11,1,116.6
4,21,47,4,24,0,144
3,18,26,3,27,1,270
2,0,2,2,43,2,838.5
6,18,24,2,4,2,60.4
4,19,15,3,0,2,0
4,0,51,3,37,2,296
5,0,55,2,26,0,520
6,0,47,2,12,2,285.6
5,18,50,2,28,1,568.4
1,20,10,3,5,3,57
4,9,36,2,18,1,441
0,11,9,4,39,1,284.7
0,0,30,3,6,0,62.4
3,20,50,2,45,0,733.5
6,20,26,4,42,1,277.2
5,0,57,2,19,0,300.2
1,10,4,4,23,1,216.2
2,0,7,2,39,0,815.1
0,0,44,4,13,0,71.5
2,20,33,2,21,3,493.5
3,0,20,3,28,2,235.2
5,0,6,4,34,1,312.8
0,19,37,2,5,2,116.5
3,12,22,4,0,2,0
6,0,20,2,4,3,98.4
4,0,56,2,14,0,291.2
4,11,18,4,9,1,80.1
3,0,7,2,26,3,468
1,19,51,2,16,2,358.4
1,0,32,3,14,0,162.4
5,20,5,2,23,0,558.9
5,0,19,2,8,0,137.6
2,18,2,2,18,1,448.2
2,0,41,2,36,0,788.4
3,9,43,2,45,3,985.5
5,21,6,2,28,3,467.6
3,0,14,3,12,1,139.2
4,21,4,3,45,1,481.5
2,9,4,2,22,0,345.4
4,22,54,2,29,3,609
5,21,9,4,38,3,326.8
2,0,13,2,40,3,928
6,0,44,4,10,2,60
0,0,19,2,43,2,786.9
2,20,36,4,48,0,432
2,20,42,2,26,3,514.8
6,10,40,2,24,0,360
1,18,19,4,41,2,393.6
1,20,7,2,17,0,374
3,21,29,3,49,3,465.5
0,9,38,4,16,0,139.2
4,18,0,2,19,3,376.2
2,11,43,3,22,1,261.8
1,0,41,2,9,2,212.4
1,20,2,2,24,2,583.2
3,0,50,3,13,1,141.7
0,10,44,2,0,3,0
5,21,53,2,18,2,358.2
6,11,27,3,27,3,318.6
5,20,52,4,46,1,450.8
4,18,47,3,2,0,24
4,20,29,2,11,2,198
4,0,42,3,0,1,0
1,22,52,3,38,2,410.4
1,0,2,3,47,2,446.5
6,0,45,2,18,2,358.2
4,20,7,2,2,2,32
4,0,30,2,11,2,255.2
3,0,17,2,42,2,915.6
1,0,57,4,8,3,56
2,21,53,3,41,2,377.2
0,22,19,2,37,3,717.8
4,21,15,3,25,0,227.5
6,17,35,3,43,0,374.1
1,0,5,2,7,0,129.5
5,20,17,3,19,2,214.7
5,0,2,3,40,0,464
2,19,41,4,28,3,243.6
2,22,33,2,34,2,839.8
5,0,14,3,36,0,381.6
6,21,14,4,18,2,120.6
6,15,41,4,26,0,143
4,9,58,2,29,1,568.4
3,22,16,4,18,0,156.6
3,10,30,2,11,1,275
4,20,26,3,19,3,205.2
5,0,0,2,10,2,155
5,19,40,3,10,3,89
4,0,33,2,26,1,559
2,21,49,2,39,1,600.6
0,17,53,3,37,1,384.8
4,22,25,2,1,3,22.3
1,0,55,4,39,1,265.2
2,0,24,3,16,2,147.2
2,11,18,3,32,0,355.2
3,20,53,3,40,2,388
1,0,15,2,37,3,843.6
5,0,39,2,46,2,1081
5,19,32,3,23,1,271.4
3,0,56,2,17,1,317.9
0,18,42,2,6,3,139.2
3,0,49,2,23,0,457.7
2,22,0,2,10,3,206
1,21,7,3,6,3,49.2
2,0,56,3,9,2,90
2,9,49,2,25,0,465
2,11,21,2,41,3,668.3
3,0,53,2,35,0,836.5
4,0,38,3,33,3,353.1
1,0,28,4,6,3,52.8
3,18,38,2,8,3,124.8
3,0,24,4,17,1,103.7
6,22,58,4,11,0,84.7
5,0,45,2,6,3,149.4
5,20,6,2,15,1,301.5
0,16,8,4,7,3,56
3,20,21,4,27,2,191.7
6,15,7,2,18,1,379.8
4,20,37,4,37,1,214.6
5,19,46,3,28,3,226.8
2,12,7,4,14,0,113.4
0,19,53,2,24,0,417.6
3,0,5,3,1,0,10.2
4,0,12,3,40,3,372
4,0,32,2,46,2,966
4,10,5,2,29,3,571.3
0,17,35,2,6,2,132.6
6,18,56,4,15,2,124.5
3,12,53,4,28,3,184.8
1,22,42,3,27,2,232.2
0,21,44,3,5,3,53
1,10,4,2,16,3,324.8
3,21,42,4,34,1,306
3,20,46,2,33,2,815.1
6,0,3,3,48,0,441.6
2,0,45,2,35,2,801.5
1,22,51,4,33,2,231
1,11,45,2,31,0,570.4
0,0,7,3,36,3,428.4
3,18,13,2,4,0,96.8
0,17,44,3,25,2,272.5
6,20,46,2,30,2,471
1,0,58,3,24,0,194.4
4,0,36,2,34,3,639.2
4,11,29,2,7,3,133.7
0,0,26,2,23,0,558.9
0,0,31,4,16,0,136
4,21,6,2,19,0,429.4
4,21,7,2,23,3,434.7
4,0,25,2,4,3,80.4
5,0,32,2,10,1,239
2,0,6,3,20,1,214
0,22,32,2,43,2,683.7
4,0,38,2,32,2,668.8
4,11,49,2,16,0,296
2,10,10,4,16,0,89.6
0,0,7,3,19,3,165.3
3,20,34,2,30,0,720
3,9,34,2,17,2,348.5
5,21,45,3,23,2,207
2,0,10,3,45,1,504
2,12,41,4,29,3,197.2
5,0,1,2,42,3,743.4
4,0,57,2,38,2,843.6
4,20,20,2,19,0,328.7
3,20,40,2,17,2,331.5
5,0,21,2,13,0,223.6
3,11,13,2,14,2,316.4
1,0,31,2,25,2,485
3,18,21,4,28,2,162.4
5,21,23,2,9,0,144
0,17,16,2,9,1,210.6
4,0,45,2,4,3,79.6
1,0,33,4,0,1,0
6,10,49,2,21,3,504
1,18,16,2,21,2,352.8
1,0,36,2,46,2,1076.4
3,0,13,2,26,0,439.4
2,19,39,4,7,3,65.8
0,0,12,2,10,3,156
6,20,41,2,37,1,736.3
0,16,5,2,23,3,526.7
4,0,6,2,33,3,627
3,21,26,3,45,0,382.5
6,14,23,3,24,0,244.8
3,21,31,2,38,0,919.6
2,0,5,2,13,0,218.4
0,0,9,2,34,1,561
4,0,40,2,22,3,519.2
5,20,28,4,6,3,34.8
0,15,12,2,23,3,510.6
1,0,57,3,18,3,169.2
2,21,50,3,32,3,268.8
3,22,1,3,21,3,218.4
3,18,24,2,29,1,710.5
1,21,8,4,48,3,264
1,0,51,4,21,2,149.1
6,0,50,3,23,1,246.1
5,21,31,3,12,2,138
4,0,30,3,2,3,16.2
3,11,26,2,49,2,1146.6
5,0,48,4,49,3,362.6
4,0,21,2,26,3,395.2
4,18,26,3,13,2,153.4
5,0,23,2,11,1,244.2
0,9,56,2,3,0,74.4
6,15,37,4,3,3,25.5
1,22,49,2,42,0,852.6
2,12,6,2,27,2,631.8
6,19,38,2,2,1,42.2
2,20,34,2,34,3,676.6
6,15,22,3,39,3,354.9
5,18,9,4,14,1,85.4
1,20,51,2,9,3,183.6
1,19,36,2,31,1,759.5
0,10,12,4,20,3,118
5,0,17,2,0,0,0
6,18,34,3,38,0,452.2
2,0,37,2,44,2,818.4
5,18,4,2,8,1,183.2
5,0,0,2,29,2,698.9
4,18,0,2,30,2,672
3,0,16,2,19,1,397.1
2,20,6,3,9,1,73.8
5,21,49,2,27,3,604.8
3,0,43,2,41,3,861
0,0,35,3,25,2,242.5
4,21,41,2,18,3,367.2
2,20,4,3,33,1,283.8
4,19,46,2,7,2,115.5
0,16,5,3,4,1,33.6
3,9,31,4,33,2,306.9
1,18,10,2,12,2,225.6
6,0,9,4,6,3,45.6
5,10,18,2,29,3,626.4
5,19,58,2,44,1,884.4
4,12,53,2,11,1,269.5
1,18,21,4,16,3,155.2
6,15,32,3,16,1,136
6,12,49,3,20,3,162
5,20,24,4,10,1,58
4,10,9,2,31,3,682
4,20,28,2,0,3,0
3,22,11,3,2,3,20.8
6,9,39,4,1,0,9.6
4,12,54,3,45,3,414
1,0,41,2,36,3,608.4
4,0,44,2,22,3,400.4
1,0,42,2,27,2,510.3
4,19,32,2,31,1,480.5
3,0,15,3,22,0,211.2
6,14,4,3,16,1,172.8
1,18,58,2,9,2,198
2,21,33,2,25,1,555
2,0,58,2,4,3,79.6
0,10,14,2,24,1,439.2
2,0,55,4,5,0,45
5,20,37,2,7,2,140.7
5,19,34,3,16,0,137.6
4,21,0,2,31,0,651
3,0,4,3,0,1,0
2,21,6,2,12,1,258
3,9,2,3,41,0,381.3
6,22,22,3,20,0,200
5,0,26,4,47,2,423
4,0,22,2,3,0,59.1
1,18,32,2,31,0,533.2
3,20,51,2,15,2,372
5,18,26,3,20,3,236
1,21,29,2,33,3,518.1
0,11,3,2,0,1,0
2,11,5,3,25,2,220
0,9,50,2,27,2,407.7
2,0,18,2,18,3,432
2,18,44,2,21,2,375.9
1,21,18,3,13,3,115.7
6,0,39,3,5,0,40.5
5,10,29,3,21,3,243.6
2,21,44,3,15,3,138
6,11,0,2,4,3,94
2,20,10,2,43,1,989
4,18,7,3,13,2,106.6
1,20,40,2,42,1,802.2
4,0,43,3,20,2,170
6,19,18,2,49,3,739.9
1,21,56,3,47,3,394.8
0,11,40,3,24,1,213.6
6,0,39,4,8,0,49.6
1,20,47,2,45,2,922.5
0,12,17,3,26,1,312
4,21,43,4,36,2,230.4
3,0,32,3,9,3,105.3
0,11,35,3,12,3,135.6
1,18,48,4,11,3,89.1
5,22,42,2,37,0,899.1
3,19,53,3,7,3,83.3
0,21,19,2,35,1,742
3,12,24,3,10,1,113
2,21,18,2,45,2,828
6,12,8,2,19,0,378.1
4,18,38,2,36,3,784.8
0,21,45,3,16,0,188.8
3,22,8,4,15,0,115.5
3,19,13,3,4,1,40.4
0,0,29,2,39,0,916.5
4,0,26,2,32,0,604.8
0,0,26,3,8,1,85.6
1,0,54,4,16,0,81.6
1,10,12,4,11,0,55
0,0,57,3,25,2,265
4,22,24,3,47,1,521.7
0,21,27,3,16,2,161.6
1,10,16,3,17,2,187
0,0,35,2,25,3,415
1,0,2,2,39,0,663
2,12,24,4,49,3,396.9
0,0,13,2,6,0,147
0,22,36,3,8,1,65.6
4,21,26,4,22,0,110
0,22,10,3,5,1,56
3,18,50,4,42,1,281.4
6,9,27,3,5,3,53.5
5,18,12,2,7,3,135.8
6,0,20,3,41,3,348.5
5,21,7,2,27,3,415.8
3,11,16,2,12,1,211.2
3,18,41,3,27,3,318.6
4,19,58,3,15,3,160.5
4,21,58,3,45,3,396
0,11,20,2,46,2,1067.2
1,9,4,3,44,0,435.6
0,14,20,4,33,2,257.4
4,22,11,2,28,1,590.8
3,18,20,4,14,1,102.2
0,12,20,2,4,3,75.2
4,11,37,4,35,3,213.5
4,0,39,4,39,1,253.5
1,0,39,4,16,3,134.4
4,10,51,2,32,1,742.4
6,14,23,3,19,0,228
5,19,6,4,39,3,284.7
4,12,10,4,37,2,314.5
5,0,18,2,11,2,203.5
3,21,0,2,10,1,213
1,22,31,4,3,2,19.8
0,21,51,2,11,0,220
0,18,55,4,42,2,348.6
4,18,51,3,23,2,264.5
3,0,44,4,31,0,275.9
4,0,56,3,13,2,141.7
3,0,45,2,9,0,205.2
0,22,26,4,25,3,220
4,19,39,3,24,3,240
3,21,33,2,31,1,703.7
6,18,0,4,8,1,40.8
6,15,44,2,10,1,156
4,22,36,3,43,0,417.1
0,0,51,3,24,3,218.4
2,21,50,2,26,1,442
1,0,32,2,17,2,272
1,18,15,3,30,1,342
5,0,24,4,6,0,52.2
4,0,21,2,36,3,810
3,11,40,4,4,2,30.8
1,0,14,2,2,1,44.6
1,18,28,2,10,0,169
1,0,4,2,35,2,647.5
3,21,46,2,35,2,787.5
1,19,43,2,43,0,877.2
2,9,23,3,36,0,363.6
6,20,37,2,31,0,666.5
2,11,23,2,47,3,794.3
3,22,22,3,17,0,153
4,21,27,3,46,3,464.6
2,0,18,3,8,2,73.6
1,0,30,3,15,3,136.5
6,0,29,4,2,2,19
3,0,51,3,43,2,391.3
0,11,2,2,32,1,764.8
1,12,2,3,38,0,323
3,19,52,2,27,3,537.3
4,11,17,3,20,2,168
3,0,11,2,29,0,478.5
1,10,34,2,32,3,518.4
4,18,52,2,44,3,1038.4
5,11,53,2,46,2,772.8
6,0,5,4,23,2,179.4
1,0,6,2,45,1,945
1,10,47,2,30,1,609
2,0,34,4,29,2,197.2
2,0,16,4,19,1,106.4
2,20,34,3,10,3,96
5,20,49,4,3,2,29.7
1,0,5,2,44,0,1078
5,21,48,2,22,0,521.4
1,19,5,3,18,2,194.4
2,21,28,3,46,1,446.2
0,15,48,3,34,2,285.6
6,0,48,3,22,0,176
5,21,2,2,38,2,904.4
2,0,15,4,3,2,21.6
3,0,38,4,47,0,366.6
2,12,29,3,0,2,0
0,11,20,4,44,2,224.4
3,0,10,2,5,0,89
4,22,47,2,5,1,98.5
6,0,23,3,11,0,103.4
5,9,43,3,30,2,309
3,0,29,4,10,3,89
1,18,15,3,9,0,84.6
4,18,4,3,18,3,169.2
6,21,35,2,26,0,468
5,11,33,3,45,0,495
4,0,50,4,33,1,260.7
4,18,17,2,40,3,988
3,21,32,2,0,0,0
2,21,53,4,46,0,414
1,12,11,4,16,2,140.8
2,12,30,2,11,2,193.6
6,0,31,4,34,0,316.2
5,0,39,2,0,0,0
2,0,34,4,0,3,0
1,0,42,4,4,3,37.6
0,11,31,2,35,3,581
4,0,47,3,35,3,413
6,14,39,2,38,0,733.4
3,11,11,3,33,0,346.5
4,20,18,3,1,0,10.7
2,18,45,2,8,2,182.4
1,0,22,2,14,0,326.2
5,19,5,3,30,1,276
4,9,56,2,8,2,196
4,0,28,3,10,3,102
0,10,42,4,19,2,180.5
4,19,56,3,43,1,369.8
2,9,49,2,27,3,588.6
5,10,20,3,24,2,228
3,0,56,4,15,3,102
5,0,35,2,22,0,402.6
4,18,28,2,14,2,338.8
5,22,34,2,36,1,543.6
0,0,9,4,38,0,361
2,21,42,2,24,0,561.6
6,16,12,3,5,0,46
0,21,37,2,18,2,433.8
0,11,15,2,36,0,651.6
3,20,40,4,1,2,8.1
3,20,8,3,35,3,322
1,11,39,2,20,2,434
1,0,34,4,16,0,126.4
5,21,10,2,0,0,0
4,9,8,4,37,0,318.2
4,9,32,3,34,1,380.8
3,22,4,3,14,0,128.8
2,0,56,3,36,3,421.2
4,11,0,2,42,1,991.2
5,0,25,4,39,2,237.9
0,0,20,3,44,3,356.4
5,18,37,2,23,1,510.6
1,21,5,2,31,1,582.8
1,11,48,2,10,2,241
6,0,54,3,15,0,139.5
4,0,33,4,36,3,241.2
2,19,54,3,18,3,172.8
6,12,40,3,38,3,456
2,19,10,4,10,2,82
6,19,10,2,45,3,873
0,0,49,2,20,2,476
0,12,35,2,7,0,128.1
3,12,22,2,18,1,325.8
4,0,31,2,10,1,224
3,11,42,3,13,0,131.3
2,18,40,4,3,0,26.7
1,19,0,3,23,1,220.8
5,0,25,2,20,2,314
6,18,43,4,2,0,16.4
4,18,44,2,38,2,744.8
0,0,14,3,6,1,53.4
3,0,35,2,0,1,0
2,0,25,2,37,0,614.2
2,0,45,3,49,0,401.8
3,18,57,2,15,0,301.5
2,20,37,2,30,3,678
6,0,38,2,16,2,257.6
6,11,35,3,24,2,266.4
2,19,10,3,35,0,336
1,0,29,3,36,2,356.4
6,0,11,3,46,1,372.6
0,16,55,4,26,2,239.2
